OBJECTID;ACC_ID;ACC_ESTAT;ACC_CODI_NAT;ACC_GRAVETAT;ACC_DATA;ACC_HORA;ACC_DEMARCACIO;ACC_ZONA;ACC_CARRETERA;ACC_PK;ACC_POS_;ACC_MUNICIPI;ACC_NOM_CARRER;ACC_NUM_PORTAL;ACC_NOM_CARRER2;ACC_PK_;ACC_OFFSET_;ACC_X_;ACC_Y_;ACC_SCORE_;ACC_ADREÇA_NORMALITZADA_;ACC_CARRETERA_;ACC_PKFORMAT_;ACC_NOM_DIA_ACC;ACC_TIPUS_DIA_ACC;ACC_NUM_MORTS;ACC_NUM_MORTS_30DIES;ACC_NUM_VICTIMES_GREUS;ACC_NUM_VICTIMES_LLEUS;ACC_NUM_ILLESOS;ACC_NUM_UNITATS_IMPLI;ACC_TIPUS;ACC_TIPUS_VIA;ACC_NUM_PERS_IMPLI;ACC_ANY;ACC_DIASET;ACC_SUBZONA;ACC_TIPUS_POSICIONAMENT_;ACC_SUBTIPUS_ACCIDENT;ACC_NUM_VICTIMES;ACC_DEMARCACIO_ID;ACC_COMARCA_ID;ACC_COMARCA;ACC_SUPERFICIE;ACC_LLUMINOSITAT;ACC_BOIRA;ACC_VISIBILITAT;ACC_CIRCULACIO;ACC_CIRCULACIO_MESURES_ESP;ACC_AMB_FUGA;ACC_VENT;ACC_INFLUIT_CARACT_ENTORN;ACC_INFLUIT_FERM_CALCADA;ACC_INFLUIT_SOLCS_RASES;ACC_INFLUIT_OBJ_CALCADA;ACC_INFLUIT_LLUMINOSITAT;ACC_CLIMATOLOGIA;ACC_INFLUIT_ESTAT_CLIMA;ACC_INFLUIT_BOIRA;ACC_INFLUIT_VISIBILITAT;ACC_INFLUIT_CIRCULACIO;ACC_INFLUIT_MESU_ESP;ACC_POSICIO_VEHICLES_VIA;ACC_POSICIO_VEHICLES_CALCADA;ACC_POSICIO_VEHICLES_CARRIL;ACC_SENTIT_VEHICLES;ACC_COORD_GEO_IMPACTE;ACC_COORD_GEO_IMPACTE_X_;ACC_COORD_GEO_IMPACTE_Y_;ACC_CORRECCIO_MANUAL_DIBA_;ACC_INFORME_SIDAT;SHAPE;x;y
32;2023029254;Accidents tancats;002424/23/ARTMETROPO;Accident lleu;d’agost 31, 2023;17.24;Barcelona;Carretera;BV-2005;3.3;3373;TORRELLES DE LLOBREGAT;0;;99;3;305;415560;4580581;;;BV-2005;3+305;Feiners;dill-dij;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;4;Carretera;Per Coordenades;Caiguda en la via;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0415560.85,4580581.76;415560;4580581;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023029254"" target=""_blank"">Informe SIDAT</a>";;415560;4580581
33;2023005107;Accidents tancats;000296/23/ARTCENTRAL;Accident lleu;de febrer 3, 2023;3.03;Barcelona;Carretera;AL;13.7;13736;CASTELLBELL I EL VIL;0;;99;13;700;404879;4610382;;;C-1411a;13+700;Feiners;div;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;5;Carretera;Per Coordenades;Resta sortides de via;1;8;7;Bages;Sec i net;De nit, il·luminació artificial insuficient;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0404879.06,4610382.89;404879;4610382;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023005107"" target=""_blank"">Informe SIDAT</a>";;404879;4610382
34;2023032135;Accidents tancats;003224/23/ARTMNORD;Accident lleu;de setembre 30, 2023;11.14;Barcelona;Carretera;BV-5001;23;23117;ROCA DEL VALLES, LA;0;;99;22;1055;442739;4601834;;;BV-5001;22+1055;CapDeSetmana;dis;0;0;0;1;0;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Xoc amb animal a la calçada;1;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0442739.06,4601834.59;442739;4601834;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032135"" target=""_blank"">Informe SIDAT</a>";;442739;4601834
35;2023031256;Accidents tancats;002608/23/ARTMETROPO;Accident lleu;de setembre 20, 2023;21.32;Barcelona;Carretera;BV-2116;3.3;3285;CASTELLET I LA GORNA;0;;99;3;304;384408;4567235;;;BV-2116;3+304;Feiners;dill-dij;0;0;0;1;0;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Carretera convencional;1;2023;3;Carretera;Per Coordenades;Xoc amb animal a la calçada;1;8;3;Alt Penedes;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0384408.70,4567235.98;384408;4567235;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023031256"" target=""_blank"">Informe SIDAT</a>";;384408;4567235
36;2023008480;Accidents tancats;000759/23/ARTMNORD;Accident lleu;de març 6, 2023;14.21;Barcelona;Carretera;BP-1438;0.3;293;AMETLLA DEL VALLES,;0;;99;0;280;438961;4612667;;;BP-1438;0+280;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;1;Carretera;Per Coordenades;Envestida (frontal lateral);1;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0438961.13,4612667.64;438961;4612667;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023008480"" target=""_blank"">Informe SIDAT</a>";;438961;4612667
37;2023027412;Accidents tancats;002134/23/ARTCENTRAL;Accident lleu;d’agost 1, 2023;10.54;Barcelona;Zona urbana;SE;;31578;CALAF;carreteraManresa;59;99;31;456;376760;4621058;;;N-141b;31+456;Feiners;dill-dij;0;0;0;1;4;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);5;2023;2;Zona urbana;Per Coordenades;Envestida (frontal lateral);1;8;6;Anoia;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0376760.79,4621058.35;376760;4621058;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023027412"" target=""_blank"">Informe SIDAT</a>";;376760;4621058
38;2023033715;Accidents tancats;003417/23/ARTMNORD;Accident lleu;d’octubre 16, 2023;7.08;Barcelona;Carretera;B-151;5.9;5873;CASTELLBISBAL;0;;99;5;867;415153;4594679;;;B-151;5+867;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;1;Carretera;Per Coordenades;Envestida (frontal lateral);1;8;40;Valles Occidental;Mullat;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Pluja dèbil;No;No;No;No;No;NA;NA;NA;NA;0415153.96,4594679.79;415153;4594679;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023033715"" target=""_blank"">Informe SIDAT</a>";;415153;4594679
39;2023008175;Accidents tancats;000736/23/ARTMNORD;Accident lleu;de març 4, 2023;10.54;Barcelona;Carretera;BP-1241;4;4003;SANT LLORENC SAVALL;0;;99;4;1;424341;4615077;;;BP-1241;4+1;CapDeSetmana;dis;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Caiguda en la via;1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0424341.13,4615077.75;424341;4615077;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023008175"" target=""_blank"">Informe SIDAT</a>";;424341;4615077
40;2023014349;Accidents tancats;001014/23/ARTCENTRAL;Accident lleu;d’abril 18, 2023;11.31;Barcelona;Carretera;BV-2243;0.1;60;PIERA;0;;99;0;41;395935;4597694;;;BV-2243;0+41;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;2;Carretera;Per Coordenades;Resta sortides de via;1;8;6;Anoia;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0395935.01,4597694.01;395935;4597694;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023014349"" target=""_blank"">Informe SIDAT</a>";;395935;4597694
41;2023042497;Accidents tancats;004277/23/ARTMNORD;Accident lleu;de desembre 16, 2023;4.16;Barcelona;Carretera;BV-5003;4;4033;GRANOLLERS;0;;99;3;998;439306;4602749;;;BV-5003;3+998;CapDeSetmana;dis;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Resta sortides de via;1;8;41;Valles Oriental;Sec i net;De nit, il·luminació artificial insuficient;No n'hi ha;NA;NA;NA;Si;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0439306.06,4602749.62;439306;4602749;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023042497"" target=""_blank"">Informe SIDAT</a>";;439306;4602749
42;2023015148;Accidents tancats;001362/23/ARTMNORD;Accident lleu;d’abril 15, 2023;10.3;Barcelona;Carretera;C-1415c;6;5983;ARGENTONA;0;;99;5;1028;449086;4602220;;;C-1415c;5+1028;CapDeSetmana;dis;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Caiguda en la via;1;8;21;Maresme;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0449086.07,4602220.54;449086;4602220;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023015148"" target=""_blank"">Informe SIDAT</a>";;449086;4602220
43;2023029422;Accidents tancats;002450/23/ARTMETROPO;Accident lleu;de setembre 3, 2023;23.23;Barcelona;Carretera;BV-1201;7;6914;CASTELLBISBAL;0;;99;6;871;410468;4593908;;;BV-1201;6+871;CapDeSetmana;dis;0;0;0;1;0;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Xoc contra objecte/obstacle sense sortida prèvia de via;1;8;40;Valles Occidental;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0410468.95,4593908.82;410468;4593908;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023029422"" target=""_blank"">Informe SIDAT</a>";;410468;4593908
44;2023042945;Accidents tancats;003749/23/ARTCENTRAL;Accident lleu;de desembre 31, 2023;15.33;Barcelona;Carretera;BV-4601;10.5;10454;GURB;0;;99;10;481;431859;4646751;;;BV-4601;10+481;CapDeSetmana;dg;0;0;0;1;0;1;Col.lisió de vehicles en marxa;Carretera convencional;1;2023;7;Carretera;Per Coordenades;Fregament o col·lisió lateral;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;Si;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0431859.38,4646751.74;431859;4646751;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023042945"" target=""_blank"">Informe SIDAT</a>";;431859;4646751
45;2023038468;Accidents tancats;003297/23/ARTCENTRAL;Accident lleu;de novembre 21, 2023;17.47;Barcelona;Carretera;BV-1224;2.5;2487;PONT DE VILOMARA I R;0;;99;2;498;409247;4618607;;;BV-1224;2+498;Feiners;dill-dij;0;0;0;1;0;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Carretera convencional;1;2023;2;Carretera;Per Coordenades;Xoc amb animal a la calçada;1;8;7;Bages;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0409247.13,4618607.87;409247;4618607;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023038468"" target=""_blank"">Informe SIDAT</a>";;409247;4618607
46;2023034186;Accidents tancats;002874/23/ARTCENTRAL;Accident lleu;d’octubre 16, 2023;5.52;Barcelona;Carretera;BP-4653;16.5;16407;SANT AGUSTI DE LLUCA;0;;99;16;492;428128;4658882;;;BP-4653;16+492;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;1;Carretera;Per Coordenades;Resta sortides de via;1;8;24;Osona;Mullat;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Pluja dèbil;No;No;No;No;No;NA;NA;NA;NA;0428128.47,4658882.79;428128;4658882;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023034186"" target=""_blank"">Informe SIDAT</a>";;428128;4658882
47;2023003257;Accidents tancats;000192/23/ARTMETROPO;Accident lleu;de gener 20, 2023;13.55;Barcelona;Carretera;BV-1201;2.5;2479;ABRERA;0;;99;2;459;409449;4597894;;;BV-1201;2+459;Feiners;div;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;5;Carretera;Per Coordenades;Caiguda en la via;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0409449.97,4597894.84;409449;4597894;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023003257"" target=""_blank"">Informe SIDAT</a>";;409449;4597894
48;2023035564;Accidents tancats;003586/23/ARTMNORD;Accident lleu;d’octubre 28, 2023;18.13;Barcelona;Carretera;BV-5122;2.3;2305;TORDERA;0;;99;2;302;474535;4617524;;;BV-5122;2+302;CapDeSetmana;dis;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;6;Carretera;Per Coordenades;Envestida (frontal lateral);1;8;21;Maresme;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;Si;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0474535.22,4617524.37;474535;4617524;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023035564"" target=""_blank"">Informe SIDAT</a>";;474535;4617524
49;2023040918;Accidents tancats;003477/23/ARTMETROPO;Accident lleu;de desembre 12, 2023;12.09;Barcelona;Carretera;BV-2002;5.1;4954;SANTA COLOMA DE CERV;0;;99;5;131;418913;4579808;;;BV-2002;5+131;Feiners;dill-dij;0;0;0;1;2;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;2;Carretera;Per Coordenades;Col·lisió frontal;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0418913.85,4579808.74;418913;4579808;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023040918"" target=""_blank"">Informe SIDAT</a>";;418913;4579808
50;2023025819;Accidents tancats;002195/23/ARTMETROPO;Accident lleu;d’agost 5, 2023;13.14;Barcelona;Carretera;BP-2427;1.7;1697;SUBIRATS;0;;99;1;702;400664;4583347;;;BP-2427;1+702;CapDeSetmana;dis;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Caiguda en la via;1;8;3;Alt Penedes;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0400664.85,4583347.88;400664;4583347;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023025819"" target=""_blank"">Informe SIDAT</a>";;400664;4583347
51;2023023178;Accidents tancats;001844/23/ARTCENTRAL;Accident mortal;de juliol 3, 2023;4.57;Barcelona;Carretera;BV-1229;4.1;4081;PONT DE VILOMARA I R;0;;77;4;98;406198;4616265;;;BV-1229;4+98;Feiners;dill-dij;1;0;0;0;0;1;Atropellament;Carretera convencional;1;2023;1;Carretera;Per Coordenades;Atropellament;1;8;7;Bages;Sec i net;De nit, sense llum artificial;No n'hi ha;Restringida per obres;Circulació escassa;No n'hi ha;Si;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0406198.11,4616265.89;406198;4616265;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023023178"" target=""_blank"">Informe SIDAT</a>";;406198;4616265
52;2023036069;Accidents tancats;003619/23/ARTMNORD;Accident lleu;d’octubre 30, 2023;15.34;Barcelona;Carretera;BV-5031;4;4086;MATARO;0;;99;4;1;456083;4602075;;;BV-5031;4+1;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;1;Carretera;Per Coordenades;Resta sortides de via;1;8;21;Maresme;Mullat;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Pluja dèbil;No;No;No;No;No;NA;NA;NA;NA;0456083.08,4602075.49;456083;4602075;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023036069"" target=""_blank"">Informe SIDAT</a>";;456083;4602075
53;2023005666;Accidents tancats;000205/23/ARTCENTRAL;Accident lleu;de gener 20, 2023;19.36;Barcelona;Carretera;C-1411;58.2;58194;PUIG-REIG;0;;99;58;180;407209;4645127;;;C-1411z;58+180;CapDeSetmana;div;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;5;Carretera;Per Coordenades;Resta sortides de via;1;8;14;Bergueda;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0407209.33,4645127.93;407209;4645127;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023005666"" target=""_blank"">Informe SIDAT</a>";;407209;4645127
54;2023022574;Accidents tancats;002109/23/ARTMNORD;Accident lleu;de juny 23, 2023;17.37;Barcelona;Carretera;BV-1201;7;6914;CASTELLBISBAL;0;;99;6;871;410468;4593908;;;BV-1201;6+871;CapDeSetmana;div;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;5;Carretera;Per Coordenades;Envestida (frontal lateral);1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0410468.95,4593908.82;410468;4593908;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023022574"" target=""_blank"">Informe SIDAT</a>";;410468;4593908
55;2023025231;Accidents tancats;002083/23/ARTCENTRAL;Accident lleu;de juliol 27, 2023;16.03;Barcelona;Carretera;C-16z;95.9;95724;BERGA;0;;99;95;714;405410;4660064;;;C-16z;95+714;Feiners;dill-dij;0;0;0;1;2;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;4;Carretera;Per Coordenades;Envestida (frontal lateral);1;8;14;Bergueda;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0405410.70,4660064.70;405410;4660064;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023025231"" target=""_blank"">Informe SIDAT</a>";;405410;4660064
56;2023021630;Accidents tancats;002008/23/ARTMNORD;Accident lleu;de juny 15, 2023;6.5;Barcelona;Carretera;BV-5108;2.3;2349;CARDEDEU;0;;99;2;333;446606;4612152;;;BV-5108;2+333;Feiners;dill-dij;0;0;0;2;1;3;Sortida de la calcada sense especificar;Carretera convencional;3;2023;4;Carretera;Per Coordenades;Resta sortides de via;2;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0446606.14,4612152.58;446606;4612152;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023021630"" target=""_blank"">Informe SIDAT</a>";;446606;4612152
57;2023035838;Accidents tancats;002991/23/ARTCENTRAL;Accident lleu;d’octubre 27, 2023;7.2;Barcelona;Carretera;BV-5306;4.5;4590;MALLA;0;;99;4;563;437180;4636881;;;BV-5306;4+563;Feiners;div;0;0;0;1;2;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;5;Carretera;Per Coordenades;Encalç;1;8;24;Osona;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0437180.31,4636881.69;437180;4636881;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023035838"" target=""_blank"">Informe SIDAT</a>";;437180;4636881
58;2023042048;Accidents tancats;003611/23/ARTCENTRAL;Accident greu;de desembre 19, 2023;20.39;Barcelona;Carretera;BV-1038;2.2;2324;ODENA;0;;77;2;325;383070;4606102;;;BV-1038;2+325;Feiners;dill-dij;0;0;1;3;0;2;Col.lisió de vehicles en marxa;Carretera convencional;4;2023;2;Carretera;Per Coordenades;Envestida (frontal lateral);4;8;6;Anoia;Sec i net;De nit, sense llum artificial;No n'hi ha;Sense especificar;Circulació escassa;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;Vehicles circulaven mateixa via;Vehicles circulaven mateixa via;Vehicles circulaven vies diferents;Vehicles circulaven sentit diferent;0383070.00,4606102.05;383070;4606102;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023042048"" target=""_blank"">Informe SIDAT</a>";;383070;4606102
59;2023042166;Accidents tancats;003649/23/ARTCENTRAL;Accident lleu;de desembre 23, 2023;23.36;Barcelona;Carretera;BP-1101;12.8;12676;SANT SALVADOR DE GUARDIA;0;;99;12;771;399430;4616339;;;BP-1101;12+771;CapDeSetmana;div;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;5;Carretera;Per Coordenades;Resta sortides de via;1;8;7;Bages;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0399430.10,4616339.94;399430;4616339;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023042166"" target=""_blank"">Informe SIDAT</a>";;399430;4616339
60;2023018859;Accidents tancats;001455/23/ARTCENTRAL;Accident lleu;de maig 26, 2023;14.07;Barcelona;Carretera;BV-1123;0;14418;CASTELLBELL I EL VIL;0;;99;14;386;404563;4610957;;;C-1411a;14+386;Feiners;div;0;0;0;2;1;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;5;Carretera;Per Coordenades;Envestida (frontal lateral);2;8;7;Bages;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0404563.07,4610957.89;404563;4610957;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023018859"" target=""_blank"">Informe SIDAT</a>";;404563;4610957
61;2023030162;Accidents tancats;002490/23/ARTCENTRAL;Accident greu;de setembre 10, 2023;14.13;Barcelona;Carretera;BP-1101;12.8;12676;SANT SALVADOR DE GUARDIA;0;;NA;12;771;399430;4616339;;;BP-1101;12+771;CapDeSetmana;dg;0;0;1;1;0;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;7;Carretera;Per Coordenades;Envestida (frontal lateral);2;8;7;Bages;Sec i net;De dia, dia clar;No n'hi ha;Restringida per configuració del terreny;Circulació escassa;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;Vehicles circulaven mateixa via;Vehicles circulaven mateixa via;Vehicles circulaven mateixa via;Vehicles circulaven sentit diferent;0399430.10,4616339.94;399430;4616339;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023030162"" target=""_blank"">Informe SIDAT</a>";;399430;4616339
62;2023036922;Accidents tancats;003093/23/ARTMETROPO;Accident lleu;de novembre 7, 2023;11.05;Barcelona;Carretera;BV-2155;0.1;89;PLA DEL PENEDES, EL;0;;99;0;88;391732;4584417;;;BV-2155;0+88;Feiners;dill-dij;0;0;0;2;0;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;2;Carretera;Per Coordenades;Envestida (frontal lateral);2;8;3;Alt Penedes;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0391732.84,4584417.95;391732;4584417;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023036922"" target=""_blank"">Informe SIDAT</a>";;391732;4584417
63;2023032201;Accidents tancats;002710/23/ARTMETROPO;Accident lleu;d’octubre 1, 2023;18.35;Barcelona;Carretera;BV-2415;2.4;2501;OLERDOLA;0;;99;2;406;395403;4576657;;;BV-2415;2+406;CapDeSetmana;dg;0;0;0;2;0;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;7;Carretera;Per Coordenades;Resta sortides de via;2;8;3;Alt Penedes;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0395403.79,4576657.91;395403;4576657;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032201"" target=""_blank"">Informe SIDAT</a>";;395403;4576657
64;2023029300;Accidents tancats;002887/23/ARTMNORD;Accident lleu;de setembre 2, 2023;22.27;Barcelona;Carretera;BV-1485;1.3;1297;SAN FELIU DE CODINES;0;;99;1;293;431480;4616035;;;BV-1485;1+293;CapDeSetmana;div;0;0;0;1;1;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;5;Carretera;Per Coordenades;Resta sortides de via;1;8;41;Valles Oriental;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0431480.15,4616035.70;431480;4616035;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023029300"" target=""_blank"">Informe SIDAT</a>";;431480;4616035
65;2023027837;Accidents tancats;002267/23/ARTMETROPO;Accident lleu;d’agost 15, 2023;6.1;Barcelona;Carretera;C-246a;46.8;46807;VILANOVA I LA GELTRU;0;;99;46;806;391466;4563012;;;C-246a;46+806;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;2;Carretera;Per Coordenades;Resta sortides de via;1;8;17;Garraf;Mullat;De dia, dia fosc;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Pluja dèbil;No;No;No;No;No;NA;NA;NA;NA;0391466.68,4563012.92;391466;4563012;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023027837"" target=""_blank"">Informe SIDAT</a>";;391466;4563012
